날짜,요일,식사구분,메뉴번호,메뉴명,음식분류,칼로리(kcal),단백질(g),지방(g),탄수화물(g),나트륨(mg),당류(g),식이섬유(g),콜레스테롤(mg),포화지방(g),원산지,보관방법,알레르기유발물질,비고
2026-05-30,토,석식,2,두부된장찌개,국/찌개,53,8.1,7.2,5,237,8.2,1.9,59,1.4,국내산,상온보관,대두,
2026-05-30,토,석식,3,생선까스,주찬,250,9.4,22.5,5,506,3.7,5.8,101,7,미국산,냉장보관,"밀,계란,대두",
2026-05-30,토,석식,4,브로콜리무침,부찬,41,7.3,4.8,5,840,10.2,2.5,107,6.8,국내산,상온보관,"난류,밀,대두",
2026-05-30,토,석식,5,두부부침,부찬,100,23.8,23.6,5,573,5.5,0.6,116,6.2,국내산,상온보관,없음,
2026-05-30,토,석식,6,열무김치,김치류,26,19.5,19.9,5,881,5.9,2.9,97,3.4,미국산,냉동보관,"밀,계란,대두",
2026-05-30,토,석식,7,열무김치,김치류,0,17,12.4,5,218,12.2,3.2,47,6.9,호주산,상온보관,"우유,계란",
2026-05-30,토,석식,8,푸딩,후식/음료,79,6.2,3.7,5.2,431,3.1,3.3,55,1.4,국내산,상온보관,"대두,밀",
2026-05-31,일,조식,1,팥밥,주식,360,34,4.9,45,900,13.7,2.9,82,3.5,국내산,냉동보관,없음,
2026-05-31,일,조식,2,부대찌개,국/찌개,52,29.7,20,5,334,12,3.2,55,1.5,미국산,냉장보관,"밀,대두,새우",
2026-05-31,일,조식,3,소불고기,주찬,267,9.3,5.9,44.2,781,13,2.5,68,4,국내산,냉동보관,없음,
2026-05-31,일,조식,4,양배추무침,부찬,66,7,16.1,5,232,10.3,3,105,0.6,국내산,냉동보관,대두,
2026-05-31,일,조식,5,어묵조림,부찬,65,7.8,4.9,5,185,8,5.2,26,6.3,국내산,상온보관,"계란,밀",
2026-05-31,일,조식,6,깍두기,김치류,47,22.7,9.9,5,387,11.8,2.2,106,5.6,미국산,상온보관,없음,
2026-05-31,일,조식,7,갓김치,김치류,45,9.5,9.2,5,437,15,3.8,97,2.2,국내산,상온보관,우유,
2026-05-31,일,조식,8,아이스크림,후식/음료,100,18.6,13.9,5,436,1.4,3.2,110,3.8,국내산,냉동보관,"밀,계란,대두",
2026-05-31,일,중식,1,흑미밥,주식,342,27.2,17.4,19.1,330,13.2,1.6,35,2.2,국내산,상온보관,"대두,밀",
2026-05-31,일,중식,2,북어국,국/찌개,97,13.3,6.8,5,171,7,1.8,102,6.1,미국산,상온보관,없음,
2026-05-31,일,중식,3,돈까스,주찬,270,33.9,18.4,5,740,13.5,2.2,120,6.8,호주산,상온보관,"우유,계란",
2026-05-31,일,중식,4,시금치나물,부찬,48,33.2,15.3,5,503,12.8,2.5,14,0.9,국내산,상온보관,"대두,밀",
2026-05-31,일,중식,5,감자조림,부찬,105,12.6,5.5,5,315,5.7,4.6,63,2.1,국내산,냉동보관,"대두,밀",
2026-05-31,일,중식,6,총각김치,김치류,26,29.2,22.2,5,761,6.6,4.9,57,7.6,호주산,냉동보관,대두,
2026-05-31,일,중식,7,배추김치,김치류,-6,25.1,13.7,5,357,9.2,5.2,116,1.9,중국산,냉장보관,"계란,밀",
2026-05-31,일,중식,8,젤리,후식/음료,79,7.9,8.3,5,205,4,0.9,107,4.9,미국산,냉장보관,"난류,대두,밀,새우",
2026-05-31,일,석식,1,잡곡밥,주식,369,9,14.5,50.6,349,1.7,3.2,81,7.7,국내산,상온보관,없음,
2026-05-31,일,석식,2,육개장,국/찌개,58,22.4,16,5,713,12.7,4.4,84,3.1,국내산,상온보관,없음,
2026-05-31,일,석식,3,참치전,주찬,268,7,15.7,24.7,645,6.4,1.4,64,4.5,호주산,냉장보관,"난류,밀,대두",
2026-05-31,일,석식,4,오이무침,부찬,71,32.3,8.3,5,332,13.2,3.3,95,2.3,국내산,상온보관,"대두,밀",
2026-05-31,일,석식,5,우엉조림,부찬,59,19.6,22.8,5,276,10.7,5.8,118,3.3,호주산,상온보관,없음,
2026-05-31,일,석식,6,동치미,김치류,33,30.8,15.4,5,156,9.8,0.7,106,5.3,호주산,상온보관,"난류,대두,밀,새우",
2026-05-31,일,석식,7,갓김치,김치류,30,29.4,7.4,5,424,6.3,5.6,97,3.8,국내산,상온보관,우유,
2026-05-31,일,석식,8,두유,후식/음료,72,9.1,6.6,5,411,5.1,3.1,109,6.9,국내산,상온보관,없음,
2026-06-01,월,조식,1,잡곡밥,주식,369,11.2,19.7,36.7,637,6.4,1.4,77,2.2,국내산,냉장보관,"밀,대두,새우",
2026-06-01,월,조식,2,부대찌개,국/찌개,71,32.3,15,5,560,13.2,3.7,10,4.2,국내산,냉장보관,없음,
2026-06-01,월,조식,3,갈치구이,주찬,253,25.7,4.5,27.4,641,1.1,3.9,74,6.1,국내산,냉동보관,"우유,계란",
2026-06-01,월,조식,4,숙주나물,부찬,84,11.2,10.2,5,179,6.9,1.3,72,7.3,미국산,상온보관,"밀,대두,새우",
2026-06-01,월,조식,5,양파볶음,부찬,108,15.1,14.6,5,383,5.7,4.8,86,1.2,국내산,상온보관,"밀,대두,새우",
2026-06-01,월,조식,6,보쌈김치,김치류,45,23.3,20.9,5,816,14.8,1.5,110,1.6,호주산,상온보관,"난류,밀,대두",
2026-06-01,월,조식,7,배추김치,김치류,-11,22.9,12.5,5,561,13.8,2.6,58,7.4,국내산,상온보관,"대두,밀",
2026-06-01,월,조식,8,과일(바나나),후식/음료,116,14.5,24.6,5,551,11.9,0.9,3,6.3,국내산,상온보관,없음,
2026-06-01,월,중식,1,쌀밥,주식,373,29.7,8.5,44.4,577,10.7,5,46,5,국내산,상온보관,"우유,계란",
2026-06-01,월,중식,2,순두부찌개,국/찌개,95,14.5,8.3,5,835,5.2,1.9,57,1.7,미국산,상온보관,"계란,밀",
2026-06-01,월,중식,3,닭강정,주찬,252,34,13.4,5,335,8.9,3.5,12,5.2,국내산,냉동보관,우유,
2026-06-01,월,중식,4,고사리나물,부찬,64,15.5,8.6,5,551,2.6,2.8,102,0.5,미국산,냉장보관,"난류,밀,대두",
2026-06-01,월,중식,5,양파볶음,부찬,56,16.8,10,5,295,12,2.9,32,4.5,국내산,냉장보관,없음,
2026-06-01,월,중식,6,갓김치,김치류,1,27.4,15.3,5,696,12.7,3.8,82,4.8,중국산,냉장보관,"계란,밀",
2026-06-01,월,중식,7,배추김치,김치류,6,23.6,21.7,5,568,2.3,2.3,19,5.8,호주산,상온보관,"계란,밀",
2026-06-01,월,중식,8,푸딩,후식/음료,114,29.1,16.4,5,655,1.8,0.7,2,4.2,국내산,냉장보관,"밀,계란,대두",
2026-06-01,월,석식,1,현미밥,주식,342,32.2,19.4,9.6,301,5.7,2.1,71,2,국내산,냉장보관,"난류,대두,밀,새우",
2026-06-01,월,석식,2,감자국,국/찌개,65,8,13.5,5,186,2.9,1.1,17,2.4,중국산,냉장보관,"우유,계란",
2026-06-01,월,석식,3,닭찜,주찬,226,20,16.1,5,250,7.4,1.4,59,7.8,국내산,냉장보관,"우유,계란",
2026-06-01,월,석식,4,무생채,부찬,88,29.4,23.8,5,424,1.7,1.1,24,3.3,중국산,냉동보관,"계란,밀",
2026-06-01,월,석식,5,연근조림,부찬,84,22.5,23.4,5,590,14.7,0.9,60,2.3,호주산,상온보관,"밀,대두,새우",
2026-06-01,월,석식,6,갓김치,김치류,39,9,15,5,865,5.1,2.8,113,6.4,국내산,냉동보관,없음,
2026-06-01,월,석식,7,총각김치,김치류,-14,20.4,6.1,5,706,13.4,4.6,70,6.4,국내산,냉동보관,"밀,계란,대두",
2026-06-01,월,석식,8,식혜,후식/음료,118,7,4,13.5,215,13,2.8,49,4,중국산,상온보관,"밀,계란,대두",
2026-06-02,화,조식,1,콩밥,주식,355,21.4,8.3,48.7,335,2.2,5,86,1.5,국내산,상온보관,없음,
2026-06-02,화,조식,2,소고기뭇국,국/찌개,95,27.8,9.6,5,353,9.2,0.9,106,7.3,국내산,상온보관,"밀,대두,새우",
2026-06-02,화,조식,3,삼겹살구이,주찬,234,25.8,23.5,5,776,4.1,3.5,111,0.7,미국산,상온보관,대두,
2026-06-02,화,조식,4,오이무침,부찬,30,25.9,11.2,5,437,8.8,1.9,46,4.4,미국산,냉장보관,"우유,계란",
2026-06-02,화,조식,5,계란부침,부찬,72,11,24.4,5,284,6.5,2,54,2.5,국내산,냉장보관,"우유,계란",
2026-06-02,화,조식,6,파김치,김치류,-1,24.8,21.2,5,229,1.7,1.9,8,2.6,국내산,냉동보관,"계란,밀",
2026-06-02,화,조식,7,깍두기,김치류,-13,14.9,12.9,5,888,14.1,6,28,3,국내산,냉동보관,"계란,밀",
2026-06-02,화,조식,8,과일(바나나),후식/음료,73,20.7,5.2,5,753,9.5,3.1,54,4.1,중국산,상온보관,없음,
2026-06-02,화,중식,1,기장밥,주식,330,29.9,22.3,5,498,6,3.1,87,7.8,호주산,상온보관,"대두,밀",
2026-06-02,화,중식,2,황태해장국,국/찌개,72,32.1,16.2,5,814,14.2,5.1,22,6.7,국내산,냉장보관,"대두,밀",
2026-06-02,화,중식,3,닭강정,주찬,273,33.8,7.2,18.3,891,14.9,5.7,78,6.9,국내산,상온보관,"우유,계란",
2026-06-02,화,중식,4,콩나물무침,부찬,84,20.5,20.9,5,360,10.3,5.6,8,5.9,국내산,냉장보관,"난류,밀,대두",
2026-06-02,화,중식,5,계란부침,부찬,54,33.3,5.2,5,203,7.1,1.5,76,6.6,호주산,상온보관,"밀,계란,대두",
2026-06-02,화,중식,6,보쌈김치,김치류,22,17.7,5.7,5,184,4.5,1.5,51,3.2,중국산,냉동보관,없음,
2026-06-02,화,중식,7,오이소박이,김치류,-4,15.9,24.1,5,880,6.9,2.9,98,5.9,국내산,상온보관,"대두,밀",
2026-06-02,화,중식,8,아이스크림,후식/음료,112,34.9,3.2,5,832,14.4,0.8,32,7.7,미국산,상온보관,"밀,계란,대두",
2026-06-02,화,석식,1,콩밥,주식,349,17.2,12.9,41,623,12.3,4.6,22,7,중국산,상온보관,없음,
2026-06-02,화,석식,2,감자국,국/찌개,94,17.7,21.1,5,834,8.4,1.1,51,7.3,국내산,냉장보관,"난류,대두,밀,새우",
2026-06-02,화,석식,3,닭볶음탕,주찬,226,18.1,22,5,613,14.4,2.2,78,0.8,국내산,상온보관,"난류,밀,대두",
2026-06-02,화,석식,4,숙주나물,부찬,41,5.8,17.7,5,595,9.6,1.4,112,1.1,미국산,상온보관,"대두,밀",
2026-06-02,화,석식,5,양파볶음,부찬,77,6.5,17.5,5,723,13.2,4.9,82,2.6,호주산,상온보관,"난류,밀,대두",
2026-06-02,화,석식,6,백김치,김치류,-6,13.3,24.8,5,865,1.7,1.7,117,1.9,국내산,상온보관,"대두,밀",
2026-06-02,화,석식,7,파김치,김치류,28,22.6,13.7,5,756,7.5,4.2,36,4.5,국내산,냉동보관,우유,
2026-06-02,화,석식,8,두유,후식/음료,113,19.8,18.5,5,249,13,5,79,2,중국산,상온보관,없음,
2026-06-03,수,조식,1,흑미밥,주식,364,32.5,11.4,32.8,511,9.9,4.6,6,3.7,호주산,상온보관,우유,
2026-06-03,수,조식,2,순두부찌개,국/찌개,62,12.4,10.7,5,432,1.5,4.2,76,3.6,미국산,냉장보관,"밀,계란,대두",
2026-06-03,수,조식,3,삼겹살구이,주찬,256,12.2,18.1,11.1,623,8.2,4,18,6.3,미국산,냉동보관,"대두,밀",
2026-06-03,수,조식,4,콩나물무침,부찬,56,19.2,24.1,5,219,14.4,2.3,67,3.4,국내산,냉동보관,없음,
2026-06-03,수,조식,5,콩조림,부찬,98,28.5,24,5,849,8.9,1.3,57,6.1,국내산,냉장보관,없음,
2026-06-03,수,조식,6,파김치,김치류,26,9.3,23.9,5,647,12.1,2.6,60,4.3,국내산,냉동보관,"계란,밀",
2026-06-03,수,조식,7,오이소박이,김치류,6,8.7,16.5,5,268,3.1,3.9,118,1.1,호주산,냉장보관,"계란,밀",
2026-06-03,수,조식,8,두유,후식/음료,90,11,3.9,5,868,2.2,4.8,77,2.1,국내산,냉동보관,"계란,밀",
2026-06-03,수,중식,1,기장밥,주식,328,18.8,11.3,37.8,856,8,3,97,0.7,국내산,상온보관,대두,
2026-06-03,수,중식,2,시금치된장국,국/찌개,95,19.2,4,5,844,14.7,5.6,25,2.9,국내산,상온보관,"밀,계란,대두",
2026-06-03,수,중식,3,오리불고기,주찬,225,12.7,17.2,5,436,8.1,4.2,2,5.9,국내산,상온보관,"밀,계란,대두",
2026-06-03,수,중식,4,깻잎무침,부찬,75,12.3,18.4,5,441,1.2,2.8,79,2.8,국내산,냉동보관,없음,
2026-06-03,수,중식,5,우엉조림,부찬,82,9,20.3,5,456,12.4,2.8,67,4.7,국내산,냉동보관,없음,
2026-06-03,수,중식,6,오이소박이,김치류,38,20.1,23.2,5,845,14.9,1.5,39,4.2,국내산,냉장보관,없음,
2026-06-03,수,중식,7,갓김치,김치류,1,27,8.2,5,720,8.2,4.5,115,7.7,중국산,상온보관,"난류,대두,밀,새우",
2026-06-03,수,중식,8,푸딩,후식/음료,101,6.5,24.7,5,577,2.1,2.2,10,7.6,국내산,상온보관,"우유,계란",
2026-06-03,수,석식,1,흑미밥,주식,356,26.2,23.4,10.1,239,1.4,2.2,5,5.5,국내산,상온보관,없음,
2026-06-03,수,석식,2,갈비탕,국/찌개,107,23.4,15.3,5,576,9.7,4.9,58,6.6,미국산,냉장보관,없음,
2026-06-03,수,석식,3,생선까스,주찬,220,22.8,7.3,15.8,180,3.8,3.5,52,1.9,국내산,상온보관,"밀,대두,새우",
2026-06-03,수,석식,4,오이무침,부찬,67,19.9,21.7,5,164,12,1.9,37,1,국내산,냉장보관,우유,
2026-06-03,수,석식,5,계란부침,부찬,93,27.9,15.1,5,672,9.4,5,83,6.8,국내산,상온보관,"난류,대두,밀,새우",
2026-06-03,수,석식,6,동치미,김치류,9,16,7.2,5,316,14.1,3.6,77,7.1,국내산,상온보관,우유,
2026-06-03,수,석식,7,총각김치,김치류,17,24.3,22.4,5,850,1.3,5.9,34,0.9,국내산,냉동보관,우유,
2026-06-03,수,석식,8,쿨피스,후식/음료,75,20.3,6.3,5,512,1.4,1.7,90,2.7,국내산,냉장보관,"난류,밀,대두",
2026-06-04,목,조식,1,쌀밥,주식,378,33.7,18.5,19.2,512,8.2,5.9,12,4.5,중국산,냉장보관,"난류,대두,밀,새우",
2026-06-04,목,조식,2,두부된장찌개,국/찌개,109,12.9,22.7,5,668,13,2.7,0,6.9,국내산,상온보관,"밀,대두,새우",
2026-06-04,목,조식,3,두부조림,주찬,226,5.3,14.7,18.1,370,5.9,3.7,4,1,국내산,냉동보관,"난류,밀,대두",
2026-06-04,목,조식,4,깻잎무침,부찬,89,31.7,23.2,5,557,14.6,1.6,47,6.3,국내산,냉장보관,우유,
2026-06-04,목,조식,5,우엉조림,부찬,60,16.5,4.3,5,807,13.7,3,26,4,국내산,상온보관,"난류,밀,대두",
2026-06-04,목,조식,6,열무김치,김치류,34,8.1,9.2,5,601,3.9,3.5,108,6.4,국내산,상온보관,없음,
2026-06-04,목,조식,7,총각김치,김치류,9,26.8,19.3,5,441,8.6,2.7,75,3.2,국내산,냉장보관,"난류,대두,밀,새우",
2026-06-04,목,조식,8,과일(포도),후식/음료,89,30,8.9,5,345,4.8,5.4,104,3.6,국내산,상온보관,"계란,밀",
2026-06-04,목,중식,1,오곡밥,주식,375,33.5,9.1,39.8,278,10.6,3.1,47,7.8,호주산,상온보관,없음,
2026-06-04,목,중식,2,소고기뭇국,국/찌개,97,5.3,4.6,8.6,670,14.8,3.7,113,3.8,국내산,냉장보관,우유,
2026-06-04,목,중식,3,계란말이,주찬,224,11.7,21.5,5,878,14.5,5.8,73,6.2,국내산,상온보관,"계란,밀",
2026-06-04,목,중식,4,오이무침,부찬,83,34.9,15.6,5,621,3,5.6,30,6.3,국내산,냉장보관,"계란,밀",
2026-06-04,목,중식,5,감자조림,부찬,108,27.6,19,5,746,2.5,2.8,5,1.4,국내산,냉장보관,대두,
2026-06-04,목,중식,6,열무김치,김치류,39,10.9,22.6,5,441,11.5,4.4,64,2.3,국내산,상온보관,없음,
2026-06-04,목,중식,7,깍두기,김치류,31,27.1,11.4,5,540,7.1,5,2,5.2,국내산,상온보관,우유,
2026-06-04,목,중식,8,식혜,후식/음료,101,34.8,23.9,5,672,9.3,0.6,108,5.1,국내산,냉장보관,우유,
2026-06-04,목,석식,1,쌀밥,주식,333,7.5,13.3,45.8,276,13.3,3.1,74,3.9,미국산,상온보관,없음,
2026-06-04,목,석식,2,감자국,국/찌개,52,26.4,8.8,5,762,4.7,1.3,114,1.2,국내산,상온보관,우유,
2026-06-04,목,석식,3,참치전,주찬,252,31.7,20.2,5,402,7.4,1.1,71,5.5,국내산,냉장보관,우유,
2026-06-04,목,석식,4,고사리나물,부찬,84,23.9,16.8,5,546,13.3,5.5,107,1.7,국내산,냉장보관,대두,
2026-06-04,목,석식,5,표고버섯볶음,부찬,100,15.4,5.2,5,259,4.5,3.7,37,1.3,국내산,냉장보관,없음,
2026-06-04,목,석식,6,갓김치,김치류,29,10.1,8.1,5,568,14.5,4.3,32,3.6,국내산,상온보관,없음,
2026-06-04,목,석식,7,갓김치,김치류,30,26.6,7.5,5,838,3.6,0.7,39,2,국내산,상온보관,"난류,대두,밀,새우",
2026-06-04,목,석식,8,과일(사과),후식/음료,76,33.8,20.2,5,621,12.4,1,82,6.3,국내산,냉장보관,없음,
2026-06-05,금,조식,1,현미밥,주식,342,6.7,11.6,52.7,824,11.1,1.8,96,5.1,호주산,상온보관,없음,
2026-06-05,금,조식,2,미역국,국/찌개,110,20.5,12.5,5,295,14.5,4.2,7,6.7,국내산,상온보관,"우유,계란",
2026-06-05,금,조식,3,쇠고기장조림,주찬,263,8.1,14.7,24.6,401,11.7,1.8,84,5.1,국내산,상온보관,"계란,밀",
2026-06-05,금,조식,4,파프리카무침,부찬,66,14.6,23.8,5,462,3.3,4.7,36,3.5,국내산,상온보관,"난류,대두,밀,새우",
2026-06-05,금,조식,5,두부부침,부찬,62,30.7,21.6,5,888,5.9,4.9,49,1.7,국내산,상온보관,"계란,밀",
2026-06-05,금,조식,6,석박지,김치류,48,31.3,16.8,5,664,14.6,1.7,117,4.9,미국산,냉장보관,"대두,밀",
2026-06-05,금,조식,7,갓김치,김치류,11,24,10.7,5,821,6.1,3.9,82,5.6,중국산,냉장보관,"밀,계란,대두",
2026-06-05,금,조식,8,우유,후식/음료,88,12.5,15.1,5,442,13.6,2,9,4.1,호주산,냉장보관,"밀,대두,새우",
2026-06-05,금,중식,1,현미밥,주식,352,14.6,7.2,57.2,354,1.8,5.6,38,7.2,미국산,상온보관,"대두,밀",
2026-06-05,금,중식,2,김치찌개,국/찌개,89,10,6.8,5,867,12.1,2.7,110,5.2,국내산,냉장보관,"난류,대두,밀,새우",
2026-06-05,금,중식,3,닭갈비,주찬,279,14.5,24.7,5,564,11.7,4.7,10,4.9,국내산,냉장보관,"난류,대두,밀,새우",
2026-06-05,금,중식,4,콩나물무침,부찬,80,23.9,10.1,5,440,8.5,5.4,37,4.2,중국산,냉장보관,"난류,대두,밀,새우",
2026-06-05,금,중식,5,당근조림,부찬,109,30.6,8.5,5,224,1.5,3.8,28,3.1,국내산,상온보관,"밀,계란,대두",
2026-06-05,금,중식,6,파김치,김치류,16,12.7,15.7,5,264,3.5,2.3,32,6.4,중국산,상온보관,없음,
2026-06-05,금,중식,7,배추김치,김치류,35,18.6,6.6,5,230,4,5.9,78,5.7,국내산,상온보관,"밀,대두,새우",
2026-06-05,금,중식,8,푸딩,후식/음료,93,27,20.5,5,604,11.4,2.6,70,7.8,호주산,냉장보관,"계란,밀",
2026-06-05,금,석식,1,콩밥,주식,356,13.9,8.6,55.8,280,13.7,1.6,98,7.5,국내산,냉동보관,"밀,계란,대두",금요특식
2026-06-05,금,석식,2,시금치된장국,국/찌개,51,31.8,21.6,5,659,12.2,3.9,79,7.5,국내산,상온보관,"계란,밀",금요특식
2026-06-05,금,석식,3,낙지볶음,주찬,264,24.1,23,5,367,12.7,4.3,106,1,국내산,상온보관,"밀,대두,새우",금요특식
2026-06-05,금,석식,4,도라지무침,부찬,54,7.5,9,5,167,6.6,4,30,2.7,중국산,상온보관,"난류,밀,대두",금요특식
2026-06-05,금,석식,5,당근조림,부찬,104,13.4,9.2,5,804,12.5,3,117,4.2,국내산,상온보관,"계란,밀",금요특식
2026-06-05,금,석식,6,파김치,김치류,8,13.7,10.7,5,268,14.2,3.2,116,4,국내산,상온보관,"우유,계란",금요특식
2026-06-05,금,석식,7,파김치,김치류,11,28.7,23.3,5,808,12.1,1.1,90,2,국내산,냉장보관,"계란,밀",금요특식
2026-06-05,금,석식,8,과일(수박),후식/음료,79,13.1,4.6,5,710,12.7,4.9,59,6.6,미국산,냉장보관,"밀,대두,새우",금요특식
2026-06-06,토,조식,1,흑미밥,주식,337,28,19.4,12.6,680,13.8,4.5,66,5,호주산,상온보관,"밀,계란,대두",
2026-06-06,토,조식,2,부대찌개,국/찌개,107,20.1,11.1,5,805,12.2,1.6,46,1.4,국내산,상온보관,"난류,밀,대두",
2026-06-06,토,조식,3,돈까스,주찬,270,34.6,24.1,5,891,13.2,3.8,16,7.6,호주산,냉장보관,"밀,계란,대두",
2026-06-06,토,조식,4,콩나물무침,부찬,77,34.1,8.2,5,682,13.2,5.5,12,1.8,국내산,냉동보관,"밀,대두,새우",
2026-06-06,토,조식,5,표고버섯볶음,부찬,105,17.8,10,5,889,6,3.5,17,7.7,국내산,냉장보관,"밀,계란,대두",
2026-06-06,토,조식,6,동치미,김치류,32,11.3,8.6,5,857,10.9,3.1,8,2,국내산,냉장보관,"난류,대두,밀,새우",
2026-06-06,토,조식,7,배추김치,김치류,18,26.8,11.3,5,601,8.9,3.9,112,1.1,호주산,냉장보관,"밀,계란,대두",
2026-06-06,토,조식,8,수정과,후식/음료,117,10,7,5,798,2.6,3.9,107,6,국내산,냉장보관,"난류,대두,밀,새우",
2026-06-06,토,중식,1,콩밥,주식,370,28.6,23.7,10.6,512,3.8,2.7,97,6.1,중국산,상온보관,없음,
2026-06-06,토,중식,2,삼계탕국물,국/찌개,66,27.2,19.7,5,575,9.7,3.6,117,3.9,미국산,냉장보관,대두,
2026-06-06,토,중식,3,갈치구이,주찬,226,28.9,22.2,5,587,8.7,5.7,58,3.7,국내산,상온보관,없음,
2026-06-06,토,중식,4,깻잎무침,부찬,85,8.9,21.5,5,393,4.9,1.1,89,6,미국산,냉장보관,우유,
2026-06-06,토,중식,5,계란부침,부찬,63,11.8,13.8,5,660,12.1,1.6,94,2.9,국내산,냉동보관,없음,
2026-06-06,토,중식,6,깍두기,김치류,-9,28.8,14.3,5,611,5.3,5.3,57,1.5,국내산,상온보관,"난류,대두,밀,새우",
2026-06-06,토,중식,7,오이소박이,김치류,-6,28.5,3.7,5,190,13.4,1.4,35,7.4,미국산,냉동보관,없음,
2026-06-06,토,중식,8,우유,후식/음료,65,12.7,9.9,5,414,3.2,5.9,92,1.6,국내산,상온보관,우유,
2026-06-06,토,석식,1,흑미밥,주식,323,20.2,7.9,42.8,550,7.4,4.4,41,2.5,국내산,냉동보관,"난류,밀,대두",
2026-06-06,토,석식,2,육개장,국/찌개,68,27.3,19.3,5,207,5.2,4.2,39,2.6,국내산,상온보관,없음,
2026-06-06,토,석식,3,낙지볶음,주찬,278,31.6,15.8,5,293,4,4.5,81,2.8,국내산,상온보관,없음,
2026-06-06,토,석식,4,양배추무침,부찬,54,19.1,8.9,5,834,6.6,3,17,7.9,국내산,상온보관,"대두,밀",
2026-06-06,토,석식,5,표고버섯볶음,부찬,76,18.2,17.1,5,897,8.9,5.9,49,6.5,국내산,냉장보관,"우유,계란",
2026-06-06,토,석식,6,깍두기,김치류,32,21.7,10.9,5,250,11.2,1.1,96,1.7,미국산,냉장보관,"난류,밀,대두",
2026-06-06,토,석식,7,오이소박이,김치류,45,21.4,4.1,5,255,7.6,2.3,56,1.2,국내산,냉동보관,"대두,밀",
2026-06-06,토,석식,8,과일(사과),후식/음료,63,10.1,17.3,5,670,14.6,1.1,73,1.5,호주산,냉장보관,대두,
2026-06-07,일,조식,1,쌀밥,주식,328,30.8,22.6,5,609,11.5,4,45,7.6,중국산,상온보관,없음,
2026-06-07,일,조식,2,콩나물국,국/찌개,106,21,12,5,772,9.4,0.8,108,6.5,미국산,냉장보관,"밀,계란,대두",
2026-06-07,일,조식,3,고등어조림,주찬,256,17.2,12.4,18.9,371,9.6,4.1,48,5.7,호주산,상온보관,"계란,밀",
2026-06-07,일,조식,4,당근무침,부찬,79,12.7,18.9,5,436,14.7,3.8,116,3.1,호주산,냉장보관,"우유,계란",
2026-06-07,일,조식,5,버섯볶음,부찬,70,17.4,21.1,5,484,5.5,2.2,109,4.1,국내산,상온보관,우유,
2026-06-07,일,조식,6,총각김치,김치류,26,31,18.1,5,685,7.6,1.5,15,5.6,국내산,상온보관,없음,
